fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg,past_fights
Mostapha Al-Turk,Orthodox,0.0,1.6666666666666667,254.0,KO/TKO Elbows,74.0,245.0,1.88,111.13,"[{'wl': 'loss', 'opponent': 'Jon Madsen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Mirko Filipovic', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:06'}, {'wl': 'loss', 'opponent': 'Cheick Kongo', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '1', 'time': '4:37'}]"
Herdem Alacabek,Orthodox,0.0,3.0,274.0,KO/TKO Punches,74.0,205.0,1.88,92.99,"[{'wl': 'loss', 'opponent': 'William Knight', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:34'}]"
Javi Alanis,,0.0,2.0,101.0,KO/TKO,66.0,135.0,1.68,61.23,"[{'wl': 'loss', 'opponent': 'Adam Antolin', 'method': 'KO/TKO', 'round': '2', 'time': '1:41'}]"
Alatengheili,Orthodox,2.5,3.142857142857143,306.0,U-DEC,65.0,135.0,1.65,61.23,"[{'wl': 'win', 'opponent': 'Kleydson Rodrigues', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Chris Gutierrez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chad Anheliger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Kevin Croom', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:47'}, {'wl': 'draw', 'opponent': 'Gustavo Lopez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Casey Kenney', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ryan Benoit', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Batgerel Danaa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Amir Albazi,Orthodox,,2.6,257.0,SUB Triangle Choke,65.0,125.0,1.65,56.7,"[{'wl': 'win', 'opponent': 'Kai Kara-France', 'method': 'S-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alessandro Costa', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '2:13'}, {'wl': 'win', 'opponent': 'Francisco Figueiredo', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:34'}, {'wl': 'win', 'opponent': 'Zhalgas Zhumagulov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Malcolm Gordon', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '4:42'}]"
Brett Albee,,0.0,1.0,106.0,KO/TKO,,225.0,,102.06,"[{'wl': 'loss', 'opponent': 'Virgil Zwicker', 'method': 'KO/TKO', 'round': '1', 'time': '1:46'}]"
John Albert,Orthodox,0.25,1.2,204.0,SUB Rear Naked Choke,68.0,135.0,1.73,61.23,"[{'wl': 'loss', 'opponent': 'Yaotzin Meza', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:49'}, {'wl': 'loss', 'opponent': 'Scott Jorgensen', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '1', 'time': '4:59'}, {'wl': 'loss', 'opponent': 'Erik Perez', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '4:18'}, {'wl': 'loss', 'opponent': 'Ivan Menjivar', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '3:45'}, {'wl': 'win', 'opponent': 'Dustin Pague', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:09'}]"
Junior Albini,Orthodox,0.25,1.6,169.0,KO/TKO Punch,75.0,264.0,1.91,119.75,"[{'wl': 'loss', 'opponent': 'Maurice Greene', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:38'}, {'wl': 'loss', 'opponent': 'Jairzinho Rozenstruik', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '0:54'}, {'wl': 'loss', 'opponent': 'Aleksei Oleinik', 'method': 'SUB\n \n \n\n Ezekiel Choke', 'round': '1', 'time': '1:45'}, {'wl': 'loss', 'opponent': 'Andrei Arlovski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Timothy Johnson', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:51'}]"
Wes Albritton,Orthodox,0.0,1.0,31.0,KO/TKO Punches,70.0,188.0,1.78,85.28,"[{'wl': 'loss', 'opponent': 'Tito Ortiz', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:31'}]"
Aleksandra Albu,Orthodox,1.0,2.25,218.0,S-DEC,62.0,115.0,1.57,52.16,"[{'wl': 'loss', 'opponent': 'Loma Lookboonmee', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Emily Whitmire', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Kailin Curran', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Izabela Badurek', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '3:34'}]"
Israel Albuquerque,Orthodox,0.0,1.0,377.0,KO/TKO Punches,,185.0,,83.91,"[{'wl': 'loss', 'opponent': 'Anderson Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '6:17'}]"
Juan Alcain,,,3.0,180.0,U-DEC,,,,,"[{'wl': 'win', 'opponent': 'Mario Rivera', 'method': 'U-DEC', 'round': '3', 'time': '3:00'}]"
Iuri Alcantara,Southpaw,1.5714285714285714,2.2777777777777777,225.0,U-DEC,69.0,135.0,1.75,61.23,"[{'wl': 'loss', 'opponent': 'Cory Sandhagen', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Joe Soto', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '1:06'}, {'wl': 'loss', 'opponent': 'Alejandro Perez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brian Kelleher', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:48'}, {'wl': 'win', 'opponent': 'Luke Sanders', 'method': 'SUB\n \n\n\n Kneebar', 'round': '2', 'time': '3:13'}, {'wl': 'win', 'opponent': 'Brad Pickett', 'method': 'SUB\n \n\n\n Triangle Choke', 'round': '1', 'time': '1:59'}, {'wl': 'loss', 'opponent': 'Jimmie Rivera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Leandro Issa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Frankie Saenz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Russell Doane', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Vaughan Lee', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:25'}, {'wl': 'win', 'opponent': 'Wilson Reis', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Urijah Faber', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Iliarde Santos', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:31'}, {'wl': 'nc', 'opponent': 'Pedro Nobre', 'method': 'CNC', 'round': '1', 'time': '2:11'}, {'wl': 'loss', 'opponent': 'Hacran Dias', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Michihiro Omigawa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Felipe Arantes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ricardo Lamas', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '3:26'}]"
Ildemar Alcantara,Orthodox,1.3333333333333333,2.857142857142857,279.0,U-DEC,74.0,185.0,1.88,83.91,"[{'wl': 'loss', 'opponent': 'Kevin Casey', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Richardson Moreira', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kenny Robertson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Albert Tumenov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Igor Araujo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Leandro Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Wagner Prado', 'method': 'SUB\n \n\n\n Kneebar', 'round': '2', 'time': '2:39'}]"
Alfonso Alcarez,,,,,M-DEC,63.0,145.0,1.6,65.77,"[{'wl': 'draw', 'opponent': 'Jens Pulver', 'method': 'M-DEC', 'round': '2', 'time': '5:00'}]"
Gilbert Aldana,Orthodox,0.0,1.5,200.0,KO/TKO Punches,73.0,250.0,1.85,113.4,"[{'wl': 'loss', 'opponent': 'Cheick Kongo', 'method': 'KO/TKO', 'round': '1', 'time': '4:13'}, {'wl': 'loss', 'opponent': 'Paul Buentello', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:27'}]"
Irene Aldana,Orthodox,1.6,3.0,277.0,U-DEC,69.0,135.0,1.75,61.23,"[{'wl': 'win', 'opponent': 'Karol Rosa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Amanda Nunes', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Macy Chiasson', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '3', 'time': '2:21'}, {'wl': 'win', 'opponent': 'Yana Santos', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:35'}, {'wl': 'loss', 'opponent': 'Holly Holm', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ketlen Vieira', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '4:51'}, {'wl': 'win', 'opponent': 'Vanessa Melo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Raquel Pennington', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bethe Correia', 'method': 'SUB\n \n \n\n Armbar', 'round': '3', 'time': '3:24'}, {'wl': 'win', 'opponent': 'Lucie Pudilova', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Talita Bernardo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Katlyn Cerminara', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Leslie Smith', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Hector Aldana,Orthodox,0.0,2.333333333333333,245.0,KO/TKO Kick,71.0,170.0,1.8,77.11,"[{'wl': 'loss', 'opponent': 'Miguel Baeza', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '2:32'}, {'wl': 'loss', 'opponent': 'Laureano Staropoli', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Song Kenan', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '4:45'}]"
Jose Alday,Orthodox,0.0,3.0,300.0,S-DEC,67.0,135.0,1.7,61.23,"[{'wl': 'loss', 'opponent': 'Saimon Oliveira', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Jose Aldo,Orthodox,3.142857142857143,3.103448275862069,222.0,U-DEC,67.0,135.0,1.7,61.23,"[{'wl': 'win', 'opponent': 'Jonathan Martinez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Merab Dvalishvili', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rob Font', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Pedro Munhoz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marlon Vera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Petr Yan', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '5', 'time': '3:24'}, {'wl': 'loss', 'opponent': 'Marlon Moraes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Alexander Volkanovski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Renato Moicano', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '0:44'}, {'wl': 'win', 'opponent': 'Jeremy Stephens', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '4:19'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:51'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '3', 'time': '4:13'}, {'wl': 'win', 'opponent': 'Frankie Edgar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Conor McGregor', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:13'}, {'wl': 'win', 'opponent': 'Chad Mendes', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chan Sung Jung', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '4', 'time': '2:00'}, {'wl': 'win', 'opponent': 'Frankie Edgar', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chad Mendes', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Kenny Florian', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mark Hominick', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Manvel Gamburyan', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:32'}, {'wl': 'win', 'opponent': 'Urijah Faber', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mike Brown', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '2', 'time': '1:20'}, {'wl': 'win', 'opponent': 'Cub Swanson', 'method': 'KO/TKO\n \n\n\n Flying Knee', 'round': '1', 'time': '0:08'}, {'wl': 'win', 'opponent': 'Chris Mickle', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:39'}, {'wl': 'win', 'opponent': 'Rolando Perez', 'method': 'KO/TKO\n \n\n\n Knee', 'round': '1', 'time': '4:15'}, {'wl': 'win', 'opponent': 'Jonathan Brookins', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:45'}, {'wl': 'win', 'opponent': 'Alexandre Franca Nogueira', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '3:22'}]"
JJ Aldrich,Southpaw,1.5,2.8,281.0,U-DEC,65.0,125.0,1.65,56.7,"[{'wl': 'loss', 'opponent': 'Veronica Hardy', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Montana De La Rosa', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Liang Na', 'method': 'KO/TKO\n \n \n\n Elbows', 'round': '2', 'time': '4:49'}, {'wl': 'loss', 'opponent': 'Ariane da Silva', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Erin Blanchfield', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '2', 'time': '2:38'}, {'wl': 'win', 'opponent': 'Gillian Robertson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Vanessa Demopoulos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cortney Casey', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Sabina Mazo', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Lauren Mueller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Maycee Barber', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '3:01'}, {'wl': 'win', 'opponent': 'Polyana Viana', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Danielle Taylor', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Chan-Mi Jeon', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Juliana Lima', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jim Alers,Orthodox,0.5,3.333333333333333,331.0,S-DEC,69.0,145.0,1.75,65.77,"[{'wl': 'loss', 'opponent': 'Jason Knight', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Cole Miller', 'method': 'CNC', 'round': '2', 'time': '1:34'}, {'wl': 'loss', 'opponent': 'Chas Skelly', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Alan Omer', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
John Alessio,Orthodox,0.625,2.230769230769231,249.0,U-DEC,70.0,155.0,1.78,70.31,"[{'wl': 'loss', 'opponent': 'Shane Roller', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Mark Bocek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Andre Galvao', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '7:34'}, {'wl': 'loss', 'opponent': 'Brock Larson', 'method': 'DQ', 'round': '1', 'time': '1:50'}, {'wl': 'win', 'opponent': 'Todd Moore', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Marcelo Brito', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex Serdyukov', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:17'}, {'wl': 'loss', 'opponent': 'Carlos Condit', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '4:59'}, {'wl': 'win', 'opponent': 'Brian Gassaway', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:50'}, {'wl': 'loss', 'opponent': 'Thiago Alves', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex Serdyukov', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '1:52'}, {'wl': 'loss', 'opponent': 'Diego Sanchez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Pat Miletich', 'method': 'SUB\n \n \n\n Armbar', 'round': '2', 'time': '1:43'}]"
Houston Alexander,Orthodox,0.5,1.3333333333333333,152.0,KO/TKO Punches,72.0,205.0,1.83,92.99,"[{'wl': 'loss', 'opponent': 'Kevin Ferguson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Eric Schafer', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '1', 'time': '4:53'}, {'wl': 'loss', 'opponent': 'James Irvin', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:08'}, {'wl': 'loss', 'opponent': 'Thiago Silva', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:25'}, {'wl': 'win', 'opponent': 'Alessio Sakara', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '1:01'}, {'wl': 'win', 'opponent': 'Keith Jardine', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:48'}]"
Kenneth Alexander,Orthodox,0.0,4.0,356.0,S-DEC,69.0,155.0,1.75,70.31,"[{'wl': 'loss', 'opponent': 'Rob McCullough', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Donald Cerrone', 'method': 'Overturned', 'round': '1', 'time': '0:56'}]"
Marcio Alexandre Junior,Southpaw,0.3333333333333333,2.5,184.0,SUB Guillotine Choke,72.0,185.0,1.83,83.91,"[{'wl': 'win', 'opponent': 'Leonardo Silva de Oliveira', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '1:52'}, {'wl': 'loss', 'opponent': 'Court McGee', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Tim Means', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Warlley Alves', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '3', 'time': '0:25'}]"
Olaf Alfonso,Orthodox,0.0,2.25,235.0,S-DEC,74.0,170.0,1.88,77.11,"[{'wl': 'loss', 'opponent': 'Alex Karalexis', 'method': 'KO/TKO', 'round': '2', 'time': '3:53'}, {'wl': 'loss', 'opponent': 'John Polakowski', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Hayato Sakurai', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:54'}, {'wl': 'loss', 'opponent': 'Gilbert Melendez', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '3', 'time': '4:54'}]"
Pablo Alfonso,,,1.0,107.0,SUB Armbar,68.0,145.0,1.73,65.77,"[{'wl': 'win', 'opponent': 'Marcos da Matta', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:47'}]"
Levi Alford,,,,,,,,,,[]
Bill Algeo,Switch,1.0,2.6,255.0,U-DEC,72.0,145.0,1.83,65.77,"[{'wl': 'loss', 'opponent': 'Kyle Nelson', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:00'}, {'wl': 'win', 'opponent': 'Alexander Hernandez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'TJ Brown', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '1:40'}, {'wl': 'loss', 'opponent': 'Andre Fili', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Herbert Burns', 'method': 'KO/TKO', 'round': '2', 'time': '1:50'}, {'wl': 'win', 'opponent': 'Joanderson Brito', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricardo Ramos', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Spike Carlyle', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricardo Lamas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brendan Loughnane', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Royce Alger,Orthodox,0.0,1.5,87.0,SUB Armbar,70.0,199.0,1.78,90.26,"[{'wl': 'loss', 'opponent': 'Eugene Jackson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '1:19'}, {'wl': 'loss', 'opponent': 'Enson Inoue', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '1:36'}]"
Amir Aliakbari,,,,,,75.0,250.0,1.91,113.4,[]
Sultan Aliev,Orthodox,1.0,2.25,265.0,S-DEC,71.0,170.0,1.8,77.11,"[{'wl': 'win', 'opponent': 'Keita Nakamura', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Warlley Alves', 'method': 'KO/TKO', 'round': '2', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bojan Velickovic', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kenny Robertson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '2:42'}]"
John Allan,Orthodox,0.0,3.6666666666666665,373.0,S-DEC,73.0,205.0,1.85,92.99,"[{'wl': 'loss', 'opponent': 'Dustin Jacoby', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Roman Dolidze', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'nc', 'opponent': 'Mike Rodriguez', 'method': 'Overturned', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Vinicius Moreira', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '2', 'time': '3:40'}]"
George Allen,Open Stance,0.0,2.0,300.0,U-DEC,74.0,205.0,1.88,92.99,"[{'wl': 'loss', 'opponent': 'Keith Jardine', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}]"
Arnold Allen,Southpaw,5.0,2.9166666666666665,235.0,U-DEC,68.0,145.0,1.73,65.77,"[{'wl': 'loss', 'opponent': 'Movsar Evloev', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Max Holloway', 'method': 'U-DEC', 'round': '5', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Calvin Kattar', 'method': 'KO/TKO', 'round': '2', 'time': '0:08'}, {'wl': 'win', 'opponent': 'Dan Hooker', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '2:33'}, {'wl': 'win', 'opponent': 'Sodiq Yusuff', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Nik Lentz', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Gilbert Melendez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jordan Rinaldi', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Mads Burnell', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '2:41'}, {'wl': 'win', 'opponent': 'Makwan Amirkhani', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Yaotzin Meza', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alan Omer', 'method': 'SUB\n \n\n\n Guillotine Choke', 'round': '3', 'time': '1:41'}]"
