fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Talita Bernardo,Orthodox,0.3333333333333333,3.0,235.0,U-DEC,64.0,135.0,1.63,61.23
Dave Berry,,0.0,1.0,93.0,KO/TKO Punches,,,,
Keith Berry,,0.0,1.75,175.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Dieusel Berto,,0.0,1.0,357.0,KO/TKO Punches,69.0,200.0,1.75,90.72
Edson Berto,Orthodox,0.5,1.6666666666666667,129.0,KO/TKO Knee,66.0,155.0,1.68,70.31
Allen Berube,Orthodox,0.0,1.0,262.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
Anton Berzin,Orthodox,0.0,3.0,300.0,S-DEC,74.0,205.0,1.88,92.99
Scott Bessac,,1.0,1.0,154.0,SUB Guillotine Choke,76.0,245.0,1.93,111.13
Matt Bessette,Orthodox,0.0,3.5,389.0,S-DEC,70.0,145.0,1.78,65.77
Khadzhi Bestaev,,0.0,1.0,78.0,KO/TKO Punch,78.0,185.0,1.98,83.91
Fernando Bettega,,0.0,3.0,300.0,S-DEC,,170.0,,77.11
Arjan Bhullar,Orthodox,3.0,2.75,254.0,U-DEC,73.0,245.0,1.85,111.13
KB Bhullar,Switch,0.0,2.0,201.0,KO/TKO Punch,76.0,185.0,1.93,83.91
Bibulatov Magomed,Orthodox,0.5,2.3333333333333335,232.0,S-DEC,65.0,125.0,1.65,56.7
David Bielkheden,Orthodox,0.3333333333333333,1.75,295.0,U-DEC,70.0,155.0,1.78,70.31
Jonas Bilharinho,Switch,,3.0,240.0,KO/TKO Kick,71.0,145.0,1.8,65.77
Jeremiah Billington,Orthodox,0.0,1.0,187.0,KO/TKO Punches,69.0,205.0,1.75,92.99
Scott Bills,,,,,None,70.0,170.0,1.78,77.11
Anthony Birchak,Orthodox,0.5,1.5,163.0,KO/TKO Punch,68.0,135.0,1.73,61.23
Chris Birchler,Switch,0.0,1.0,263.0,KO/TKO Punch,75.0,205.0,1.91,92.99
Michael Bisping,Orthodox,2.5555555555555554,2.5625,228.0,U-DEC,73.0,185.0,1.85,83.91
Amaury Bitetti,Orthodox,1.0,1.5,306.0,KO/TKO Knees,69.0,185.0,1.75,83.91
Caio Bittencourt,Orthodox,0.0,1.0,209.0,SUB Neck Crank,72.0,185.0,1.83,83.91
Simon Biyong,,,,,None,,205.0,,92.99
Jan Blachowicz,Orthodox,1.7142857142857142,3.0,242.0,U-DEC,74.0,205.0,1.88,92.99
Jason Black,Orthodox,0.6666666666666666,2.4,314.0,S-DEC,68.0,155.0,1.73,70.31
Brad Blackburn,Orthodox,1.5,2.8,235.0,U-DEC,70.0,170.0,1.78,77.11
Jason Blackford,,,2.0,114.0,SUB Heel Hook,,,,
Tom Blackledge,Orthodox,0.0,1.0,165.0,SUB Rear Naked Choke,,205.0,,92.99
Sherrard Blackledge,Orthodox,1.0,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
Erin Blanchfield,Orthodox,6.0,2.7142857142857144,238.0,U-DEC,64.0,125.0,1.63,56.7
Maximo Blanco,Orthodox,,,,None,68.0,145.0,1.73,65.77
David Blanco,,,,,None,67.0,145.0,1.7,65.77
Curtis Blaydes,Orthodox,3.25,2.411764705882353,167.0,U-DEC,76.0,265.0,1.93,120.2
Arlene Blencowe,,,,,None,65.0,145.0,1.65,65.77
Byron Bloodworth,Orthodox,0.0,1.5,261.0,KO/TKO Knee,68.0,135.0,1.73,61.23
Dashawn Boatwright,Orthodox,0.0,1.0,8.0,KO/TKO Punches,72.0,205.0,1.83,92.99
Dan Bobish,Southpaw,0.25,1.2,146.0,KO/TKO Punches,74.0,345.0,1.88,156.49
Mark Bocek,Orthodox,1.6,2.3846153846153846,268.0,U-DEC,68.0,155.0,1.73,70.31
Kyle Bochniak,Orthodox,0.4,3.0,300.0,U-DEC,67.0,145.0,1.7,65.77
James Bochnovic,Orthodox,0.0,1.5,221.0,KO/TKO Punch,76.0,205.0,1.93,92.99
Jeremy Boczulak,,0.0,2.0,114.0,SUB Heel Hook,,,,
Tim Boetsch,Orthodox,1.0,2.125,204.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Galore Bofando,Switch,1.0,1.0,190.0,KO/TKO Punches,71.0,170.0,1.8,77.11
Jay Bogan,,,,,None,,145.0,,65.77
Roman Bogatov,Orthodox,0.0,3.0,300.0,U-DEC,68.0,155.0,1.73,70.31
Derek Bohi,,,,,None,76.0,260.0,1.93,117.93
Jerry Bohlander,Orthodox,2.5,1.1428571428571428,381.0,SUB Neck Crank,71.0,199.0,1.8,90.26
Mandy Bohm,Orthodox,0.5,3.0,238.0,U-DEC,67.0,125.0,1.7,56.7
Kotetsu Boku,Orthodox,0.0,2.0,300.0,U-DEC,69.0,154.0,1.75,69.85
Kyle Bolt,,,,,None,74.0,185.0,1.88,83.91
Denys Bondar,Orthodox,0.0,2.0,226.0,KO/TKO,66.0,125.0,1.68,56.7
Luc Bondole,,,,,None,74.0,205.0,1.88,92.99
Tony Bonello,,0.0,1.0,195.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Jesse Bongfeldt,Orthodox,0.0,4.0,594.0,SUB Guillotine Choke,72.0,185.0,1.83,83.91
Marcos Bonilla,,,,,None,70.0,145.0,1.78,65.77
Stephan Bonnar,Orthodox,1.0,2.375,254.0,U-DEC,76.0,205.0,1.93,92.99
Rogerio Bontorin,Orthodox,1.0,2.6666666666666665,324.0,S-DEC,65.0,125.0,1.65,56.7
Ray Borg,Orthodox,1.4,3.0,267.0,U-DEC,64.0,135.0,1.63,61.23
Igor Borisov,Orthodox,0.0,1.0,126.0,SUB Neck Crank,72.0,235.0,1.83,106.59
Calen Born,Switch,,,,None,68.0,170.0,1.73,77.11
Caio Borralho,Southpaw,,2.5,229.0,U-DEC,70.0,205.0,1.78,92.99
Viacheslav Borshchev,Orthodox,,,,None,71.0,155.0,1.8,70.31
Tanner Boser,Orthodox,1.0,2.4,239.0,U-DEC,74.0,255.0,1.88,115.67
Steve Bosse,Orthodox,,,,None,71.0,205.0,1.8,92.99
Marcus Bossett,Orthodox,0.5,1.0,148.0,SUB Arm Triangle,73.0,215.0,1.85,97.52
Chris Bostick,,,1.0,146.0,SUB Armbar,,,,
Poliana Botelho,Orthodox,,,,None,68.0,115.0,1.73,52.16
Francois Botha,Orthodox,0.0,1.0,114.0,SUB Armbar,74.0,260.0,1.88,117.93
Gregory Bouchelaghem,Switch,0.0,2.0,300.0,U-DEC,74.0,183.0,1.88,83.01
Roy Boughton,,,,,None,72.0,205.0,1.83,92.99
Rich Bouphanouvong,,0.0,2.0,127.0,KO/TKO,67.0,170.0,1.7,77.11
Mike Bourke,Orthodox,0.0,1.0,157.0,SUB Armbar,72.0,275.0,1.83,124.74
Jess Bouscal,,,2.0,180.0,SUB Arm Triangle,,155.0,,70.31
Tai Bowden,,1.0,1.0,365.0,KO/TKO,71.0,230.0,1.8,104.33
Melton Bowen,Orthodox,0.0,1.0,287.0,SUB Armbar,72.0,225.0,1.83,102.06
Kyron Bowen,Orthodox,0.0,1.0,88.0,SUB Arm Triangle,75.0,185.0,1.91,83.91
Brian Bowles,Orthodox,2.3333333333333335,1.9,181.0,SUB Guillotine Choke,67.0,135.0,1.7,61.23
Roger Bowling,Orthodox,0.8,2.4444444444444446,194.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Blake Bowman,,,,,None,74.0,170.0,1.88,77.11
Ashe Bowman,,0.0,1.0,74.0,KO/TKO Punches,69.0,155.0,1.75,70.31
ColleyBradford,,0.0,1.0,139.0,SUB Rear Naked Choke,67.0,145.0,1.7,65.77
Kyle Bradley,Orthodox,0.3333333333333333,1.75,122.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Paul Bradley,Orthodox,0.3333333333333333,2.5,261.0,U-DEC,69.0,170.0,1.75,77.11
Sean Brady,Orthodox,6.0,2.7142857142857144,229.0,U-DEC,70.0,170.0,1.78,77.11
Ebenezer Fontes Braga,Orthodox,0.6666666666666666,1.6,411.0,U-DEC,72.0,199.0,1.83,90.26
Ramiz Brahimaj,Orthodox,0.6666666666666666,2.2,199.0,SUB Rear Naked Choke,70.0,170.0,1.78,77.11
Joe Brammer,Orthodox,0.0,2.0,258.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
David Branch,Orthodox,0.8,2.2222222222222223,182.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Diego Brandao,Orthodox,1.5,1.8,236.0,U-DEC,67.0,145.0,1.7,65.77
Michael Bravo,,0.0,2.0,241.0,KO/TKO,,155.0,,70.31
Martin Bravo,Southpaw,0.3333333333333333,2.0,133.0,KO/TKO Spinning Back Fist,68.0,145.0,1.73,65.77
Mike Breeden,Orthodox,0.25,2.2,189.0,KO/TKO Punch,70.0,155.0,1.78,70.31
Tom Breese,Southpaw,1.6666666666666667,1.625,234.0,KO/TKO Punches,75.0,185.0,1.91,83.91
Chris Brennan,Orthodox,0.75,1.4285714285714286,235.0,U-DEC,68.0,170.0,1.73,77.11
Charlie Brenneman,Orthodox,0.5714285714285714,1.9090909090909092,191.0,U-DEC,70.0,155.0,1.78,70.31
Robert Breslin,,0.0,3.0,352.0,SUB Guillotine Choke,71.0,155.0,1.8,70.31
Mack Brewer,,0.0,1.0,63.0,KO/TKO Punches,,205.0,,92.99
Marcos Brigagao,Southpaw,0.0,3.0,300.0,U-DEC,75.0,205.0,1.91,92.99
Jason Brilz,Orthodox,0.75,2.2857142857142856,210.0,S-DEC,71.0,205.0,1.8,92.99
Marcus Brimage,Southpaw,1.0,2.25,228.0,KO/TKO Punches,64.0,135.0,1.63,61.23
Aaron Brink,Orthodox,1.0,1.5,166.0,SUB Armbar,75.0,205.0,1.91,92.99
Henry Briones,Orthodox,0.25,2.4,195.0,U-DEC,68.0,135.0,1.73,61.23
Marcelo Brito,Orthodox,0.0,3.0,300.0,U-DEC,73.0,170.0,1.85,77.11
Joanderson Brito,Orthodox,6.0,1.8571428571428572,156.0,U-DEC,68.0,145.0,1.73,65.77
Antwain Britt,,0.3333333333333333,1.5,213.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Drew Brokenshire,,,,,None,,,,
Mike Bronzoulis,,1.0,3.0,195.0,KO/TKO,72.0,155.0,1.83,70.31
Jonathan Brookins,Southpaw,,,,None,72.0,145.0,1.83,65.77
Will Brooks,Orthodox,0.6666666666666666,2.2,202.0,KO/TKO Punches,70.0,155.0,1.78,70.31
Jarred Brooks,Switch,1.0,2.75,268.0,S-DEC,63.0,125.0,1.6,56.7
Rob Broughton,Orthodox,0.5,3.0,234.0,U-DEC,74.0,265.0,1.88,120.2
Lee Brousseau,,0.0,1.0,103.0,SUB Rear Naked Choke,73.0,205.0,1.85,92.99
Matt Brown,Orthodox,1.3076923076923077,2.2333333333333334,183.0,KO/TKO Punches,72.0,170.0,1.83,77.11
Mike Brown,Orthodox,1.3333333333333333,2.0714285714285716,195.0,U-DEC,66.0,145.0,1.68,65.77
Dominic Brown,,0.0,2.0,45.0,KO/TKO,71.0,190.0,1.8,86.18
Todd Brown,Orthodox,0.0,2.0,300.0,KO/TKO,71.0,205.0,1.8,92.99
Terrell Brown,,0.0,1.0,164.0,KO/TKO Punches,,185.0,,83.91
Chris Brown,,0.0,3.0,245.0,SUB Armbar,,170.0,,77.11
Frederick Brown,,,,,None,72.0,235.0,1.83,106.59
Randy Brown,Orthodox,2.6,2.388888888888889,209.0,U-DEC,75.0,170.0,1.91,77.11
Damien Brown,Orthodox,0.5,2.3333333333333335,260.0,S-DEC,70.0,155.0,1.78,70.31
TJ Brown,Switch,0.8,2.7777777777777777,229.0,U-DEC,69.0,145.0,1.75,65.77
Humberto Brown Morrison,,0.0,3.0,30.0,SUB Guillotine Choke,70.0,145.0,1.78,65.77
Travis Browne,Orthodox,1.2857142857142858,1.9375,249.0,KO/TKO Punches,78.0,255.0,1.98,115.67
Junie Browning,Orthodox,1.0,1.5,105.0,SUB Guillotine Choke,69.0,155.0,1.75,70.31
Jules Bruchez,Southpaw,0.0,1.0,87.0,SUB Rear Naked Choke,72.0,205.0,1.83,92.99
Justin Bruckmann,Orthodox,0.0,1.0,203.0,SUB Armbar,69.0,170.0,1.75,77.11
Cody Brundage,Orthodox,0.6666666666666666,1.6,206.0,U-DEC,72.0,185.0,1.83,83.91
Steve Bruno,Orthodox,0.5,2.6666666666666665,274.0,U-DEC,70.0,170.0,1.78,77.11
Fernando Bruno,,0.0,3.0,293.0,SUB Rear Naked Choke,66.0,145.0,1.68,65.77
Derek Brunson,Southpaw,2.125,2.04,204.0,U-DEC,73.0,185.0,1.85,83.91
Josh Bryant,Orthodox,0.0,2.0,192.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Dennis Bryant,Orthodox,0.0,1.0,108.0,KO/TKO Kick,72.0,205.0,1.83,92.99
Lukasz Brzeski,Orthodox,0.6666666666666666,2.6,262.0,U-DEC,76.0,236.0,1.93,107.05
Justin Buchholz,Orthodox,,,,None,72.0,155.0,1.83,70.31
Zak Bucia,,0.5,1.6666666666666667,139.0,SUB Guillotine Choke,70.0,170.0,1.78,77.11
Courtney Buck,Orthodox,0.0,1.0,222.0,KO/TKO Punches,70.0,135.0,1.78,61.23
Joaquin Buckley,Southpaw,2.25,2.3846153846153846,197.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Martin Buday,Orthodox,5.0,2.1666666666666665,216.0,U-DEC,76.0,265.0,1.93,120.2
Julia Budd,,1.0,1.75,131.0,SUB Armbar,67.0,145.0,1.7,65.77
Mike Budnik,Orthodox,0.3333333333333333,2.5,215.0,S-DEC,69.0,145.0,1.75,65.77
Francisco Bueno,Orthodox,1.0,1.0,191.0,KO/TKO Punch,69.0,225.0,1.75,102.06
Mayra Bueno Silva,Orthodox,2.0,2.7777777777777777,267.0,U-DEC,66.0,125.0,1.68,56.7
Paul Buentello,Orthodox,2.0,2.0,171.0,KO/TKO Punches,74.0,245.0,1.88,111.13
Modestas Bukauskas,Switch,0.75,2.142857142857143,219.0,U-DEC,75.0,205.0,1.91,92.99
Lee Kwan Bum,Orthodox,0.0,1.0,85.0,SUB Kneebar,74.0,286.0,1.88,129.73
Josh Bumgarner,,0.0,1.0,115.0,SUB Keylock,73.0,170.0,1.85,77.11
Shawn Bunch,,,,,None,65.0,135.0,1.65,61.23
Wuliji Buren,Orthodox,0.0,2.25,241.0,U-DEC,69.0,135.0,1.75,61.23
Shane Burgos,Orthodox,2.6666666666666665,2.8181818181818183,220.0,U-DEC,71.0,145.0,1.8,65.77
Joshua Burkman,Orthodox,0.5,2.5,239.0,U-DEC,70.0,170.0,1.78,77.11
Justin Burlinson,Switch,0.0,1.0,97.0,KO/TKO Punch,73.0,170.0,1.85,77.11
Mads Burnell,Orthodox,0.5,3.0,182.0,SUB Guillotine Choke,68.0,145.0,1.73,65.77
Mikey Burnett,Orthodox,2.0,2.0,315.0,S-DEC,66.0,170.0,1.68,77.11
Kevin Burns,Orthodox,0.6666666666666666,2.4,214.0,KO/TKO Kick,70.0,170.0,1.78,77.11
Gilbert Burns,Orthodox,2.142857142857143,2.590909090909091,253.0,U-DEC,70.0,170.0,1.78,77.11
Josh Burns,,,,,None,73.0,244.0,1.85,110.68
Herbert Burns,Orthodox,1.0,1.5,149.0,KO/TKO,69.0,145.0,1.75,65.77
Derrick Burnsed,,0.0,3.0,300.0,S-DEC,,155.0,,70.31
Nah-Shon Burrell,Orthodox,2.0,2.5,259.0,U-DEC,71.0,170.0,1.8,77.11
Martin Buschkamp,Orthodox,,,,None,69.0,145.0,1.75,65.77
George Bush,,0.0,1.0,104.0,SUB Guillotine Choke,73.0,205.0,1.85,92.99
Bubba Bush,Orthodox,0.0,4.0,359.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Dakota Bush,Orthodox,0.0,2.0,263.0,KO/TKO Punch,70.0,155.0,1.78,70.31
Murilo Bustamante,Orthodox,1.0,2.0714285714285716,243.0,U-DEC,74.0,183.0,1.88,83.01
Nick Bustamante,,,,,None,69.0,170.0,1.75,77.11
Eduardo Bustillos,,,,,None,68.0,135.0,1.73,61.23
Jason Butcher,,,,,None,75.0,185.0,1.91,83.91
Todd Butler,Southpaw,0.0,1.0,87.0,KO/TKO Punches,73.0,200.0,1.85,90.72
Goldman Butler,,0.0,1.0,135.0,KO/TKO,,,,
Ian Butler,,,,,None,68.0,155.0,1.73,70.31
Raphael Butler,,,,,None,75.0,261.0,1.91,118.39
JP Buys,Orthodox,0.2,1.6666666666666667,187.0,KO/TKO Punch,65.0,135.0,1.65,61.23
Dennis Buzukja,Switch,0.6666666666666666,2.6,194.0,U-DEC,69.0,145.0,1.75,65.77
Charles Byrd,Orthodox,1.0,1.5,150.0,SUB Rear Naked Choke,70.0,185.0,1.78,83.91
Steve Byrnes,Orthodox,0.0,3.0,300.0,U-DEC,72.0,170.0,1.83,77.11
Michael Byrnes,,,3.0,300.0,M-DEC,71.0,155.0,1.8,70.31
Yan Cabral,Orthodox,1.0,2.6666666666666665,227.0,U-DEC,71.0,155.0,1.8,70.31
Alvin Cacdac,Orthodox,4.0,1.6,135.0,SUB Rear Naked Choke,66.0,125.0,1.68,56.7
Alex Caceres,Southpaw,1.2307692307692308,2.6551724137931036,260.0,U-DEC,70.0,145.0,1.78,65.77
Vince Cachero,Orthodox,0.0,3.0,229.0,KO/TKO Punches,66.0,145.0,1.68,65.77
Priscila Cachoeira,Orthodox,0.6666666666666666,2.2,225.0,U-DEC,67.0,125.0,1.7,56.7
Travis Calanoc,Orthodox,0.0,3.0,300.0,U-DEC,68.0,145.0,1.73,65.77
Ricky Calatayud,,,,,None,69.0,125.0,1.75,56.7
Darrion Caldwell,,,,,None,70.0,135.0,1.78,61.23
Taylor Callens,,,,,None,70.0,155.0,1.78,70.31
Cynthia Calvillo,Orthodox,1.0,2.8333333333333335,308.0,U-DEC,64.0,125.0,1.63,56.7
Joe Camacho,Orthodox,0.0,2.0,276.0,SUB Rear Naked Choke,69.0,155.0,1.75,70.31
Frank Camacho,Orthodox,0.3333333333333333,2.0,206.0,KO/TKO Punches,70.0,170.0,1.78,77.11
Fabricio Camoes,Orthodox,0.5,2.0,297.0,SUB Rear Naked Choke,70.0,155.0,1.78,70.31
Chris Camozzi,Orthodox,0.9,2.5789473684210527,234.0,U-DEC,74.0,185.0,1.88,83.91
Brian Camozzi,Orthodox,0.0,2.0,113.0,KO/TKO Knee,74.0,170.0,1.88,77.11
Ricky Camp,,,,,None,67.0,135.0,1.7,61.23
Mike Campbell,Southpaw,0.0,1.0,171.0,SUB Triangle Choke,69.0,155.0,1.75,70.31
Thomas Campbell,,1.0,2.0,63.0,KO/TKO,,,,
Shane Campbell,Orthodox,0.25,2.0,229.0,KO/TKO Punch,72.0,155.0,1.83,70.31
John Campetella,Orthodox,0.0,1.0,88.0,KO/TKO Punches,69.0,235.0,1.75,106.59
Wagner Campos,Southpaw,0.0,3.0,64.0,KO/TKO Punches,66.0,145.0,1.68,65.77
Derek Campos,,,,,None,69.0,155.0,1.75,70.31
Will Campuzano,Orthodox,0.16666666666666666,2.5714285714285716,259.0,U-DEC,69.0,125.0,1.75,56.7
Aleksa Camur,Orthodox,0.6666666666666666,2.8,249.0,U-DEC,73.0,205.0,1.85,92.99
Chico Camus,Orthodox,0.75,3.4285714285714284,315.0,U-DEC,66.0,125.0,1.68,56.7
Asbel Cancio,,0.0,1.0,21.0,KO/TKO,70.0,225.0,1.78,102.06
Carlos Candelario,Southpaw,0.3333333333333333,2.75,264.0,U-DEC,68.0,125.0,1.73,56.7
Ronaldo Candido,Southpaw,0.0,3.0,300.0,U-DEC,66.0,125.0,1.68,56.7
Luiz Cane,Southpaw,0.8,1.5555555555555556,192.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Guido Cannetti,Southpaw,0.6666666666666666,1.8,195.0,SUB Rear Naked Choke,66.0,135.0,1.68,61.23
Jared Cannonier,Switch,1.4285714285714286,2.8823529411764706,221.0,U-DEC,71.0,185.0,1.8,83.91
Jose Canseco,Orthodox,0.0,1.0,77.0,KO/TKO Punches,76.0,240.0,1.93,108.86
Cody Canterbury,,0.0,1.0,167.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
Bo Cantrell,Orthodox,0.0,1.0,19.0,KO/TKO Punches,74.0,235.0,1.88,106.59
Steve Cantwell,Orthodox,0.6666666666666666,2.1,220.0,U-DEC,74.0,185.0,1.88,83.91
Paul Capaldo,,,,,None,67.0,135.0,1.7,61.23
Phil Caracappa,Orthodox,0.0,3.0,300.0,S-DEC,68.0,135.0,1.73,61.23
Frank Caracci,,0.0,1.0,412.0,KO/TKO Punches,,,,
Gina Carano,Orthodox,7.0,2.0,183.0,U-DEC,68.0,145.0,1.73,65.77
Dos Caras Jr.,Orthodox,0.0,2.0,173.0,KO/TKO Kick,76.0,225.0,1.93,102.06
Bryan Caraway,Orthodox,1.3333333333333333,2.4285714285714284,235.0,SUB Rear Naked Choke,68.0,135.0,1.73,61.23
Remo Cardarelli,,,,,None,,135.0,,61.23
Phil Cardella,,0.0,3.0,300.0,S-DEC,71.0,155.0,1.8,70.31
Edgar Cardenas,,0.0,3.0,300.0,U-DEC,,145.0,,65.77
Chris Cariaso,Southpaw,1.5714285714285714,2.7222222222222223,258.0,U-DEC,63.0,125.0,1.6,56.7
Ronald Carillo,,,1.0,108.0,SUB Rear Naked Choke,,125.0,,56.7
Rafael Carino,Orthodox,,1.0,332.0,KO/TKO Punches,80.0,245.0,2.03,111.13
Don Carlo-Clauss,,0.0,1.0,250.0,KO/TKO Punches,,170.0,,77.11
Antonio Carlos Junior,Orthodox,1.4,2.6666666666666665,269.0,U-DEC,74.0,185.0,1.88,83.91
Spike Carlyle,Switch,0.5,2.3333333333333335,228.0,U-DEC,68.0,145.0,1.73,65.77
Francis Carmont,Orthodox,2.0,2.6666666666666665,224.0,U-DEC,75.0,205.0,1.91,92.99
Liz Carmouche,Orthodox,1.0,2.9285714285714284,256.0,U-DEC,66.0,125.0,1.68,56.7
Roan Carneiro,Orthodox,0.6666666666666666,2.1,230.0,KO/TKO Punches,71.0,170.0,1.8,77.11
Ariane Carnelossi,Orthodox,1.5,2.6,175.0,KO/TKO Elbow,62.0,115.0,1.57,52.16
Luana Carolina,Orthodox,2.0,2.7777777777777777,254.0,U-DEC,66.0,125.0,1.68,56.7
Tim Caron,Orthodox,,,,Overturned Elbows,73.0,185.0,1.85,83.91
Gabriel Carrasco,,,,,None,66.0,135.0,1.68,61.23
Cody Carrillo,,,,,None,70.0,155.0,1.78,70.31
Cain Carrizosa,Orthodox,0.0,2.0,186.0,SUB Guillotine Choke,68.0,155.0,1.73,70.31
Roger Carroll,,,,,None,70.0,170.0,1.78,77.11
Jonny Carson,,,,,None,70.0,155.0,1.78,70.31
Scott Carson,,0.0,1.0,193.0,KO/TKO Punch,74.0,215.0,1.88,97.52
Shonie Carter,Southpaw,0.75,2.0,233.0,U-DEC,70.0,170.0,1.78,77.11
Bruno Carvalho,,0.0,2.0,300.0,U-DEC,68.0,154.0,1.73,69.85
Antonio Carvalho,Orthodox,1.0,2.0,214.0,KO/TKO Punch,69.0,145.0,1.75,65.77
Rafael Carvalho,,,,,None,75.0,185.0,1.91,83.91
Shane Carwin,Orthodox,2.5,1.4285714285714286,143.0,KO/TKO Punches,74.0,265.0,1.88,120.2
Johnny Case,Orthodox,2.0,2.8333333333333335,242.0,U-DEC,70.0,155.0,1.78,70.31
Kevin Casey,Southpaw,0.5,3.1666666666666665,274.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Cortney Casey,Orthodox,0.6666666666666666,2.6,281.0,U-DEC,67.0,125.0,1.7,56.7
Brandon Cash,Orthodox,0.0,1.0,181.0,SUB Omoplata,77.0,255.0,1.96,115.67
Bendy Casimir,Southpaw,0.0,1.0,202.0,KO/TKO Flying Knee,65.0,145.0,1.65,65.77
Dwayne Cason,Orthodox,1.0,1.0,138.0,KO/TKO Punches,70.0,212.0,1.78,96.16
Joe Cason,,0.0,1.0,72.0,KO/TKO Punches,75.0,205.0,1.91,92.99
John Castaneda,Switch,1.6666666666666667,2.625,268.0,U-DEC,66.0,135.0,1.68,61.23
Eric Castile,,0.0,2.0,68.0,SUB Rear Naked Choke,68.0,145.0,1.73,65.77
Gil Castillo,Southpaw,0.5,3.0,300.0,U-DEC,69.0,170.0,1.75,77.11
Danny Castillo,Orthodox,1.2,2.409090909090909,230.0,U-DEC,69.0,155.0,1.75,70.31
Raul Castillo,Orthodox,2.0,1.6666666666666667,178.0,KO/TKO,71.0,185.0,1.8,83.91
Jenna Castillo,,,2.0,237.0,KO/TKO Knee,62.0,125.0,1.57,56.7
Tim Catalfo,Orthodox,0.0,1.0,155.0,SUB Rear Naked Choke,71.0,235.0,1.8,106.59
Nick Catone,Southpaw,1.0,2.625,209.0,S-DEC,72.0,185.0,1.83,83.91
Luke Caudillo,Orthodox,0.0,2.3333333333333335,289.0,U-DEC,67.0,155.0,1.7,70.31
Gesias Cavalcante,Orthodox,0.5,3.0,342.0,S-DEC,68.0,155.0,1.73,70.31
Rafael Cavalcante,Orthodox,1.3333333333333333,2.0,185.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Magnus Cedenblad,Orthodox,2.0,2.0,170.0,SUB Guillotine Choke,77.0,185.0,1.96,83.91
Yosdenis Cedeno,Orthodox,0.3333333333333333,2.5,300.0,U-DEC,68.0,155.0,1.73,70.31
Henry Cejudo,Orthodox,2.5,2.857142857142857,251.0,U-DEC,64.0,135.0,1.63,61.23
Adam Cella,,0.0,1.0,191.0,SUB Rear Naked Choke,74.0,170.0,1.88,77.11
Donald Cerrone,Orthodox,1.7058823529411764,2.3043478260869565,227.0,U-DEC,73.0,170.0,1.85,77.11
Jared Chaffee,,,,,None,70.0,155.0,1.78,70.31
Luan Chagas,Orthodox,0.5,3.3333333333333335,328.0,SUB Rear Naked Choke,72.0,170.0,1.83,77.11
Ansar Chalangov,Orthodox,0.0,1.0,177.0,KO/TKO Punches,69.0,170.0,1.75,77.11
Alex Chambers,Southpaw,0.25,2.2,186.0,SUB Armbar,63.0,115.0,1.6,52.16
Michael Chandler,Orthodox,1.3333333333333333,2.0,113.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
Donnie Chappell,Southpaw,0.0,1.0,91.0,SUB Other - Choke,71.0,178.0,1.8,80.74
Joe Charles,Southpaw,1.0,1.0,158.0,SUB Armbar,73.0,260.0,1.85,117.93
Dan Charles,,,,,None,74.0,228.0,1.88,103.42
Ernest Chavez,Orthodox,0.5,2.3333333333333335,274.0,S-DEC,68.0,145.0,1.73,65.77
Emilio Chavez,,,,,None,69.0,145.0,1.75,65.77
Danny Chavez,Orthodox,0.5,3.3333333333333335,324.0,U-DEC,68.0,145.0,1.73,65.77
Gabriel Checco,Switch,,,,None,73.0,185.0,1.85,83.91
Albert Cheng,Orthodox,0.0,1.0,300.0,KO/TKO,71.0,170.0,1.8,77.11
Fabio Cherant,Southpaw,0.0,1.75,164.0,KO/TKO Flying Knee,73.0,205.0,1.85,92.99
Ion Cherdivara,,,,,None,,205.0,,92.99
Mark Cherico,Orthodox,0.0,1.0,179.0,KO/TKO Punches,67.0,145.0,1.7,65.77
Macy Chiasson,Orthodox,2.3333333333333335,2.3,214.0,U-DEC,71.0,145.0,1.8,65.77
Michael Chiesa,Southpaw,,,,None,73.0,170.0,1.85,77.11
Giga Chikadze,Orthodox,4.0,2.8,244.0,U-DEC,72.0,145.0,1.83,65.77
Khamzat Chimaev,Orthodox,,,,None,74.0,170.0,1.88,77.11
Sako Chivitchian,,0.0,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
