fighter,stance,win_loss_ratio,average_rounds,average_time_seconds,most_common_method,height_inches,weight_lbs,height_meters,weight_kg
Diego Saraiva,Orthodox,0.0,3.0,300.0,U-DEC,66.0,155.0,1.68,70.31
Harris Sarmiento,Orthodox,0.0,2.6666666666666665,181.0,SUB Arm Triangle,69.0,155.0,1.75,70.31
Alexander Sarnavskiy,,,,,None,71.0,155.0,1.8,70.31
Yuki Sasaki,Orthodox,0.0,3.0,300.0,U-DEC,74.0,185.0,1.88,83.91
Kyosuke Sasaki,Southpaw,,,,Other,67.0,183.0,1.7,83.01
Yuta Sasaki,Southpaw,0.8,1.7777777777777777,196.0,SUB Rear Naked Choke,70.0,125.0,1.78,56.7
Paul Sass,Orthodox,1.5,1.4,221.0,SUB Triangle Armbar,72.0,155.0,1.83,70.31
Masaaki Satake,Orthodox,0.14285714285714285,1.75,297.0,KO/TKO Punches,73.0,220.0,1.85,99.79
Takenori Sato,Southpaw,0.0,1.0,65.0,KO/TKO Elbows,70.0,170.0,1.78,77.11
Takashi Sato,Southpaw,0.4,2.142857142857143,164.0,U-DEC,70.0,170.0,1.78,77.11
Jeimeson Saudino,,,,,None,66.0,135.0,1.68,61.23
Tom Sauer,,0.0,2.0,95.0,KO/TKO,73.0,263.0,1.85,119.29
Townsend Saunders,Orthodox,0.0,2.0,180.0,S-DEC,65.0,170.0,1.65,77.11
Ben Saunders,Orthodox,0.9,1.9473684210526316,190.0,KO/TKO Punches,74.0,170.0,1.88,77.11
Chad W. Saunders,Orthodox,0.0,2.0,300.0,KO/TKO,70.0,170.0,1.78,77.11
Chris Saunders,,0.0,1.0,243.0,SUB Guillotine Choke,68.0,155.0,1.73,70.31
Lumumba Sayers,,0.6666666666666666,1.0,128.0,KO/TKO,72.0,185.0,1.83,83.91
Matt Sayles,Orthodox,0.6666666666666666,2.0,199.0,SUB Inverted Triangle,67.0,155.0,1.7,70.31
Brandon Sayles,,,,,None,77.0,265.0,1.96,120.2
Mark Scanlon,Orthodox,0.0,3.0,300.0,U-DEC,69.0,170.0,1.75,77.11
Eric Schafer,Orthodox,0.5,1.8888888888888888,230.0,KO/TKO Punches,75.0,185.0,1.91,83.91
Kerry Schall,Orthodox,0.0,2.0,208.0,KO/TKO Kicks,74.0,265.0,1.88,120.2
Eric Schambari,Orthodox,2.0,3.0,300.0,U-DEC,71.0,185.0,1.8,83.91
Brendan Schaub,Orthodox,,,,None,76.0,245.0,1.93,111.13
Matheus Scheffel,Orthodox,0.0,1.0,180.0,KO/TKO Punch,74.0,205.0,1.88,92.99
Antonio Schembri,Orthodox,0.6666666666666666,2.0,342.0,U-DEC,69.0,205.0,1.75,92.99
Fabiano Scherner,Orthodox,0.0,2.0,113.0,KO/TKO Knee,75.0,257.0,1.91,116.57
Samy Schiavo,Orthodox,0.0,2.0,181.0,KO/TKO Punches,68.0,155.0,1.73,70.31
Pat Schilling,Orthodox,0.0,2.0,198.0,SUB Rear Naked Choke,68.0,145.0,1.73,65.77
Joe Schilling,,,,,None,75.0,185.0,1.91,83.91
Semmy Schilt,Orthodox,1.5,1.3,305.0,KO/TKO Punches,82.0,265.0,2.08,120.2
Adam Schindler,,,1.0,118.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
Daniel Schmitt,,0.0,1.0,9.0,KO/TKO,,185.0,,83.91
Colleen Schneider,,0.0,2.0,180.0,U-DEC,,135.0,,61.23
Matt Schnell,Orthodox,1.0,2.0,229.0,KO/TKO Punch,68.0,125.0,1.73,56.7
Alex Schoenauer,Orthodox,0.0,2.0,130.0,KO/TKO Punch,75.0,185.0,1.91,83.91
Darrill Schoonover,Orthodox,0.0,3.0,200.0,KO/TKO Knee,74.0,220.0,1.88,99.79
Bob Schrijber,Orthodox,0.0,1.0,381.0,DQ,72.0,240.0,1.83,108.86
Nate Schroeder,,0.0,2.0,133.0,KO/TKO Knees,73.0,230.0,1.85,104.33
Lacey Schuckman,,0.0,3.0,138.0,KO/TKO,63.0,125.0,1.6,56.7
Mark Schultz,Orthodox,,1.0,720.0,KO/TKO,69.0,200.0,1.75,90.72
Brian Schwartz,Orthodox,1.0,3.0,221.0,KO/TKO,75.0,170.0,1.91,77.11
Eric Schwartz,,,2.0,213.0,KO/TKO,,205.0,,92.99
Justin Scoggins,Southpaw,0.8,2.4444444444444446,238.0,U-DEC,67.0,125.0,1.7,56.7
Brad Scott,Orthodox,0.6,2.375,285.0,U-DEC,73.0,170.0,1.85,77.11
Greg Scott,,,,,None,69.0,145.0,1.75,65.77
Mike Seal,Orthodox,0.0,2.0,169.0,KO/TKO Punches,76.0,185.0,1.93,83.91
Matt Secor,,,,,None,72.0,170.0,1.83,77.11
Kenneth Seegrist,Orthodox,0.0,1.0,187.0,SUB Rear Naked Choke,72.0,185.0,1.83,83.91
Neil Seery,Orthodox,0.75,2.857142857142857,271.0,U-DEC,64.0,125.0,1.63,56.7
Rony Sefo,Orthodox,0.0,1.0,140.0,SUB Armbar,69.0,225.0,1.75,102.06
Ray Sefo,Orthodox,1.0,1.5,60.0,SUB Neck Crank,72.0,240.0,1.83,108.86
Brendan Seguin,,,3.0,300.0,U-DEC,72.0,185.0,1.83,83.91
Stefan Sekulic,Southpaw,0.0,3.0,300.0,S-DEC,72.0,170.0,1.83,77.11
Pete Sell,Orthodox,0.4,2.2857142857142856,177.0,KO/TKO Punches,71.0,170.0,1.8,77.11
Matthew Semelsberger,Switch,1.0,2.6,228.0,U-DEC,73.0,170.0,1.85,77.11
Andrei Semenov,Orthodox,0.5,2.3333333333333335,189.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Mackens Semerzier,Orthodox,0.5,2.3333333333333335,211.0,SUB Rear Naked Choke,69.0,145.0,1.75,65.77
Brandon Sene,,,,,None,71.0,205.0,1.8,92.99
Kim In Seok,Orthodox,0.0,1.0,208.0,KO/TKO,66.0,145.0,1.68,65.77
Ray Seraille,,0.0,1.0,34.0,KO/TKO Punches,75.0,246.0,1.91,111.58
Ivan Serati,Orthodox,0.0,1.0,174.0,KO/TKO Punches,72.0,205.0,1.83,92.99
Alex Serdyukov,Orthodox,1.0,1.8333333333333333,156.0,SUB Guillotine Choke,74.0,170.0,1.88,77.11
Nicholas Sergiacomi,,,,,None,,170.0,,77.11
Matt Serra,Orthodox,1.0,2.5,271.0,U-DEC,66.0,170.0,1.68,77.11
Nick Serra,Orthodox,0.0,3.0,300.0,U-DEC,69.0,170.0,1.75,77.11
Adrian Serrano,,0.0,2.0,300.0,U-DEC,68.0,170.0,1.73,77.11
Fredy Serrano,Orthodox,1.0,2.5,184.0,S-DEC,63.0,125.0,1.6,56.7
Carl Seumanutafa,Orthodox,0.0,1.0,18.0,KO/TKO Punch,73.0,255.0,1.85,115.67
Dan Severn,Southpaw,2.5,1.4285714285714286,403.0,U-DEC,74.0,250.0,1.88,113.4
Rosi Sexton,Orthodox,0.0,2.6666666666666665,298.0,U-DEC,63.0,135.0,1.6,61.23
Scott Shaffer,Orthodox,0.0,3.0,300.0,U-DEC,67.0,145.0,1.7,65.77
Edmen Shahbazyan,Orthodox,1.75,1.9090909090909092,166.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Leon Shahbazyan,Orthodox,0.0,3.0,16.0,KO/TKO Punches,76.0,170.0,1.93,77.11
Liliya Shakirova,Orthodox,0.0,2.0,211.0,SUB Rear Naked Choke,64.0,125.0,1.63,56.7
Kamal Shalorus,Orthodox,1.0,2.8333333333333335,224.0,SUB Rear Naked Choke,68.0,155.0,1.73,70.31
Ken Shamrock,Orthodox,0.8888888888888888,1.588235294117647,255.0,KO/TKO Punches,73.0,205.0,1.85,92.99
Frank Shamrock,Orthodox,2.6666666666666665,1.8181818181818181,173.0,KO/TKO Punches,70.0,185.0,1.78,83.91
Shang Zhifa,Orthodox,0.0,3.0,300.0,S-DEC,67.0,125.0,1.7,56.7
Jason Sharp,,0.0,3.0,300.0,U-DEC,,205.0,,92.99
Eric Shelton,Orthodox,0.5,3.0,300.0,S-DEC,66.0,125.0,1.68,56.7
Sean Sherk,Orthodox,2.25,3.076923076923077,285.0,U-DEC,66.0,155.0,1.68,70.31
Chase Sherman,Orthodox,0.36363636363636365,2.4,221.0,U-DEC,76.0,250.0,1.93,113.4
Valentina Shevchenko,Southpaw,4.0,4.0,269.0,U-DEC,65.0,125.0,1.65,56.7
Antonina Shevchenko,Southpaw,,,,None,68.0,125.0,1.73,56.7
Katsuyori Shibata,Orthodox,0.4,1.4285714285714286,357.0,KO/TKO Punches,72.0,168.0,1.83,76.2
Jake Shields,Orthodox,5.333333333333333,2.789473684210526,249.0,U-DEC,72.0,170.0,1.83,77.11
Henrique Shiguemoto,Orthodox,0.0,1.0,50.0,SUB Rear Naked Choke,71.0,185.0,1.8,83.91
Shunichi Shimizu,Orthodox,0.0,3.0,233.0,SUB Arm Triangle,65.0,135.0,1.65,61.23
Wade Shipp,Orthodox,0.0,1.0,280.0,KO/TKO Punches,75.0,245.0,1.91,111.13
Raja Shippen,,,,,None,66.0,145.0,1.68,65.77
Yuya Shirai,Orthodox,0.0,1.0,59.0,SUB Rear Naked Choke,68.0,168.0,1.73,76.2
Wes Shivers,,,1.0,135.0,KO/TKO,80.0,,2.03,
Alexander Shlemenko,,,,,None,71.0,185.0,1.8,83.91
Josh Shockley,Orthodox,0.0,2.0,298.0,KO/TKO Punches,73.0,155.0,1.85,70.31
Josh Shockman,Southpaw,,,,None,76.0,235.0,1.93,106.59
Akira Shoji,Orthodox,0.75,2.0,394.0,U-DEC,68.0,195.0,1.73,88.45
Liudvik Sholinian,Orthodox,0.0,3.0,300.0,U-DEC,70.0,135.0,1.78,61.23
Jack Shore,Orthodox,3.0,2.5,238.0,SUB Rear Naked Choke,68.0,135.0,1.73,61.23
Landon Showalter,,,3.0,300.0,U-DEC,72.0,185.0,1.83,83.91
Ivan Shtyrkov,Orthodox,,,,None,72.0,205.0,1.83,92.99
Brandon Shuey,Orthodox,0.0,1.0,88.0,SUB Triangle Choke,67.0,155.0,1.7,70.31
Sam Sicilia,Orthodox,0.7142857142857143,2.0833333333333335,193.0,U-DEC,68.0,145.0,1.73,65.77
Kiril Sidelnikov,,0.0,3.0,258.0,KO/TKO,71.0,230.0,1.8,104.33
Steven Siler,Orthodox,1.25,2.3333333333333335,232.0,U-DEC,71.0,145.0,1.8,65.77
Siala Siliga,Orthodox,0.0,1.0,306.0,SUB Triangle Choke,73.0,290.0,1.85,131.54
Xavier Siller,,,,,None,65.0,125.0,1.65,56.7
Assuerio Silva,Orthodox,0.5,1.8333333333333333,206.0,S-DEC,70.0,241.0,1.78,109.32
Anderson Silva,Southpaw,2.8181818181818183,2.261904761904762,237.0,U-DEC,74.0,185.0,1.88,83.91
Wanderlei Silva,Orthodox,2.4545454545454546,2.026315789473684,267.0,U-DEC,71.0,205.0,1.8,92.99
Thiago Silva,Orthodox,4.333333333333333,1.9375,227.0,KO/TKO Punches,74.0,205.0,1.88,92.99
Paulo Cesar Silva,Orthodox,0.16666666666666666,1.2857142857142858,174.0,KO/TKO Knees,89.0,385.0,2.26,174.63
Jean Silva,Orthodox,0.0,2.0,300.0,U-DEC,66.0,160.0,1.68,72.57
Edson Silva,Orthodox,0.0,1.0,67.0,KO/TKO Punch,,205.0,,92.99
Sidney Silva,Southpaw,0.0,1.0,273.0,KO/TKO Punches,75.0,170.0,1.91,77.11
Jay Silva,Southpaw,0.0,3.0,300.0,U-DEC,74.0,185.0,1.88,83.91
Antonio Silva,Orthodox,1.1111111111111112,1.9473684210526316,193.0,KO/TKO Punch,76.0,264.0,1.93,119.75
Fabio Silva,Orthodox,0.0,3.0,41.0,KO/TKO Punches,71.0,205.0,1.8,92.99
Erick Silva,Orthodox,0.875,1.8666666666666667,164.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Leandro Silva,Orthodox,0.75,3.0,317.0,U-DEC,69.0,155.0,1.75,70.31
Claudio Silva,Southpaw,1.6666666666666667,2.5,260.0,U-DEC,71.0,170.0,1.8,77.11
Wagner Silva,Orthodox,0.0,2.5,136.0,SUB Rear Naked Choke,72.0,170.0,1.83,77.11
Rafael Silva,,,,,None,67.0,135.0,1.7,61.23
Joaquim Silva,Southpaw,1.2,2.4545454545454546,196.0,KO/TKO Punches,68.0,155.0,1.73,70.31
Felipe Silva,Orthodox,0.5,1.6666666666666667,100.0,KO/TKO Punch,72.0,155.0,1.83,70.31
Dayana Silva,Orthodox,0.0,3.0,300.0,S-DEC,67.0,135.0,1.7,61.23
Bruno Silva,Orthodox,1.5,2.8,219.0,KO/TKO Punch,64.0,125.0,1.63,56.7
Bruno Silva,Orthodox,0.8,2.111111111111111,206.0,KO/TKO Punches,72.0,185.0,1.83,83.91
Gabriel Silva,Orthodox,0.0,3.0,300.0,U-DEC,66.0,135.0,1.68,61.23
Jacob Silva,Orthodox,0.0,2.0,297.0,SUB Guillotine Choke,65.0,125.0,1.65,56.7
Natalia Silva,,,2.6,233.0,U-DEC,64.0,125.0,1.63,56.7
Jansey Silva,Orthodox,0.0,1.0,259.0,SUB Kneebar,74.0,185.0,1.88,83.91
Maria Silva,Orthodox,1.0,3.0,300.0,U-DEC,63.0,115.0,1.6,52.16
Karine Silva,Orthodox,,,,None,65.0,125.0,1.65,56.7
Douglas Silva de Andrade,Orthodox,1.1666666666666667,2.6153846153846154,265.0,U-DEC,67.0,135.0,1.7,61.23
Leonardo Silva de Oliveira,Orthodox,0.0,1.0,112.0,SUB Guillotine Choke,74.0,185.0,1.88,83.91
Marcus Silveira,Orthodox,0.0,2.0,335.0,Overturned,75.0,242.0,1.91,109.77
Elias Silverio,Orthodox,1.5,3.0,291.0,U-DEC,71.0,155.0,1.8,70.31
Jamey Simmons,Orthodox,0.0,1.5,193.0,KO/TKO Kick,66.0,135.0,1.68,61.23
Ricky Simon,Orthodox,2.25,2.769230769230769,238.0,U-DEC,66.0,135.0,1.68,61.23
Aaron Simpson,Orthodox,2.0,2.4166666666666665,210.0,U-DEC,72.0,170.0,1.83,77.11
Wes Sims,Orthodox,0.0,1.25,215.0,KO/TKO Punch,82.0,260.0,2.08,117.93
Marlon Sims,,0.0,3.0,39.0,KO/TKO,,170.0,,77.11
Tony Sims,Southpaw,0.5,1.6666666666666667,220.0,SUB Guillotine Choke,71.0,155.0,1.8,70.31
Everett Sims,Southpaw,0.0,3.0,140.0,KO/TKO Knees,77.0,260.0,1.96,117.93
Lodune Sincaid,Orthodox,0.0,1.3333333333333333,172.0,KO/TKO Punches,69.0,185.0,1.75,83.91
Rob Sinclair,,,,,None,68.0,155.0,1.73,70.31
Rory Singer,Orthodox,1.0,2.25,196.0,KO/TKO Punches,74.0,185.0,1.88,83.91
Elvis Sinosic,Orthodox,0.16666666666666666,1.7142857142857142,202.0,KO/TKO Punches,75.0,205.0,1.91,92.99
Mitchell Sipe,Orthodox,,,,None,74.0,245.0,1.88,111.13
AJ Siscoe,,,,,None,67.0,135.0,1.7,61.23
Yokthai Sithoar,,0.0,1.0,60.0,SUB Keylock,67.0,143.0,1.7,64.86
Jeri Sitzes,,,3.0,138.0,KO/TKO,65.0,125.0,1.65,56.7
Dennis Siver,Orthodox,1.5,2.5,237.0,U-DEC,66.0,145.0,1.68,65.77
Chas Skelly,Orthodox,,,,None,71.0,145.0,1.8,65.77
Matt Skelton,Orthodox,0.0,1.0,111.0,SUB Other - Choke,75.0,265.0,1.91,120.2
Zach Skinner,Orthodox,,3.0,300.0,U-DEC,66.0,145.0,1.68,65.77
Brian Sleeman,,0.0,1.0,195.0,SUB Armbar,68.0,185.0,1.73,83.91
Joe Slick,Orthodox,1.0,2.0,101.0,KO/TKO,72.0,199.0,1.83,90.26
Ray Sloan,,,,,None,73.0,205.0,1.85,92.99
Kestutis Smirnovas,Orthodox,0.0,1.0,291.0,KO/TKO Kick,70.0,200.0,1.78,90.72
Maurice Smith,Orthodox,2.0,2.0,277.0,M-DEC,74.0,221.0,1.88,100.24
Patrick Smith,Orthodox,2.0,1.0,68.0,SUB Guillotine Choke,74.0,225.0,1.88,102.06
Scott Smith,Orthodox,0.5555555555555556,2.2142857142857144,177.0,KO/TKO Punch,72.0,185.0,1.83,83.91
Eric Smith,Southpaw,0.0,1.0,30.0,SUB Guillotine Choke,,,,
Josh Smith,Orthodox,0.0,3.0,300.0,M-DEC,72.0,155.0,1.83,70.31
David Smith,,2.0,2.6666666666666665,119.0,KO/TKO,,155.0,,70.31
Adam Smith,,0.0,3.0,180.0,U-DEC,,,,
Dillon Smith,,,1.0,75.0,SUB Rear Naked Choke,72.0,170.0,1.83,77.11
Trevor Smith,Orthodox,0.7777777777777778,2.4375,227.0,U-DEC,75.0,185.0,1.91,83.91
Anthony Smith,Orthodox,1.3636363636363635,2.3076923076923075,186.0,U-DEC,76.0,205.0,1.93,92.99
Colton Smith,Orthodox,0.3333333333333333,2.25,120.0,SUB Rear Naked Choke,72.0,155.0,1.83,70.31
Gilbert Smith,Southpaw,0.0,3.0,169.0,SUB Triangle Choke,69.0,185.0,1.75,83.91
Leslie Smith,Orthodox,1.3333333333333333,2.142857142857143,198.0,U-DEC,69.0,135.0,1.75,61.23
Devonte Smith,Orthodox,1.3333333333333333,1.5714285714285714,199.0,KO/TKO Punches,69.0,155.0,1.75,70.31
Cole Smith,Orthodox,0.5,3.0,300.0,U-DEC,71.0,135.0,1.8,61.23
Nate Smith,Switch,0.0,3.0,195.0,SUB Arm Triangle,66.0,125.0,1.68,56.7
Walter Smith-Cotito,,,,,None,68.0,135.0,1.73,61.23
Justin Smitley,,,,,None,,145.0,,65.77
Dmitrii Smoliakov,Switch,0.0,1.3333333333333333,178.0,KO/TKO Punches,74.0,253.0,1.88,114.76
Louis Smolka,Orthodox,0.8888888888888888,2.176470588235294,211.0,U-DEC,69.0,135.0,1.75,61.23
Shimon Smotritsky,Orthodox,0.0,1.0,128.0,SUB Guillotine Choke,74.0,170.0,1.88,77.11
Richie Smullen,Orthodox,0.0,1.0,212.0,SUB Guillotine Choke,69.0,155.0,1.75,70.31
Devin Smyth,Switch,0.0,3.0,300.0,U-DEC,70.0,170.0,1.78,77.11
Denis Sobolev,Orthodox,0.0,1.0,22.0,SUB Keylock,75.0,216.0,1.91,97.98
Peter Sobotta,Southpaw,0.6666666666666666,2.5,254.0,U-DEC,72.0,170.0,1.83,77.11
Renato Sobral,Orthodox,,,,None,73.0,205.0,1.85,92.99
Rameau Thierry Sokoudjou,Orthodox,,,,None,70.0,205.0,1.78,92.99
Joe Solecki,Orthodox,2.0,2.2222222222222223,261.0,U-DEC,69.0,155.0,1.75,70.31
Chris Solomon,,0.0,3.0,300.0,U-DEC,71.0,155.0,1.8,70.31
Joe Son,Orthodox,0.0,1.0,164.0,SUB Other - Choke,64.0,236.0,1.63,107.05
Paul Song,,0.0,1.0,99.0,SUB Triangle Choke,,185.0,,83.91
Song Kenan,Orthodox,1.25,2.2222222222222223,226.0,U-DEC,72.0,170.0,1.83,77.11
Song Yadong,Orthodox,3.3333333333333335,3.0,259.0,U-DEC,68.0,135.0,1.73,61.23
Chael Sonnen,Southpaw,1.1111111111111112,2.3157894736842106,236.0,U-DEC,73.0,205.0,1.85,92.99
Cody Sons,,,,,None,69.0,205.0,1.75,92.99
Jin Soo Son,Orthodox,0.0,3.0,300.0,U-DEC,66.0,135.0,1.68,61.23
Emiliano Sordi,Orthodox,0.0,1.0,26.0,SUB Guillotine Choke,74.0,205.0,1.88,92.99
Sean Soriano,Orthodox,,,,None,69.0,145.0,1.75,65.77
Punahele Soriano,Southpaw,1.25,2.2222222222222223,240.0,U-DEC,71.0,185.0,1.8,83.91
Dmitry Sosnovskiy,Orthodox,,2.0,269.0,SUB Rear Naked Choke,75.0,240.0,1.91,108.86
Ben Sosoli,Southpaw,0.0,5.0,516.0,Overturned,72.0,265.0,1.83,120.2
Krzysztof Soszynski,Open Stance,1.2,2.0,199.0,KO/TKO Punches,73.0,205.0,1.85,92.99
George Sotiropoulos,Orthodox,1.4,2.25,175.0,U-DEC,70.0,155.0,1.78,70.31
Greg Soto,Orthodox,0.5,2.3333333333333335,205.0,SUB Kimura,71.0,170.0,1.8,77.11
Alex Soto,Southpaw,0.0,2.0,178.0,KO/TKO Punches,68.0,135.0,1.73,61.23
Joe Soto,Orthodox,0.6,2.25,156.0,SUB Calf Slicer,66.0,135.0,1.68,61.23
Mario Soto,,,,,None,72.0,145.0,1.83,65.77
Andre Soukhamthath,Orthodox,,,,None,69.0,135.0,1.75,61.23
Mario Sousa,Orthodox,0.5,2.3333333333333335,174.0,KO/TKO Elbows,75.0,185.0,1.91,83.91
Bobby Southworth,Orthodox,0.75,2.7142857142857144,227.0,U-DEC,74.0,205.0,1.88,92.99
Jacare Souza,Orthodox,2.111111111111111,2.25,225.0,U-DEC,73.0,185.0,1.85,83.91
Edimilson Souza,Orthodox,3.0,2.0,199.0,S-DEC,72.0,145.0,1.83,65.77
Livinha Souza,Orthodox,1.0,2.3333333333333335,250.0,U-DEC,63.0,115.0,1.6,52.16
Bruno Souza,Orthodox,0.0,3.0,300.0,U-DEC,70.0,145.0,1.78,65.77
Charon Spain,,0.0,2.0,174.0,SUB Arm Triangle,69.0,155.0,1.75,70.31
Chris Spang,Orthodox,1.0,2.5,276.0,U-DEC,74.0,170.0,1.88,77.11
Andreas Spang,,,1.0,190.0,KO/TKO,73.0,185.0,1.85,83.91
Ryan Spann,Orthodox,1.3333333333333333,1.5714285714285714,163.0,SUB Guillotine Choke,77.0,205.0,1.96,92.99
Ron Sparks,,,,,None,77.0,265.0,1.96,120.2
Tommy Speer,Orthodox,0.5,1.0,148.0,KO/TKO Punches,70.0,170.0,1.78,77.11
Patrick Speight,Orthodox,0.0,2.0,279.0,KO/TKO Punches,73.0,170.0,1.85,77.11
Sean Spencer,Orthodox,0.6,2.875,243.0,U-DEC,70.0,170.0,1.78,77.11
Felicia Spencer,Orthodox,1.0,2.6666666666666665,264.0,U-DEC,66.0,145.0,1.68,65.77
Sam Spengler,Orthodox,0.5,1.3333333333333333,169.0,KO/TKO Punches,71.0,185.0,1.8,83.91
Nick Sperling,,,,,None,,135.0,,61.23
Mario Sperry,Orthodox,1.3333333333333333,1.2857142857142858,240.0,KO/TKO,74.0,205.0,1.88,92.99
Eric Spicely,Orthodox,0.4,1.7142857142857142,178.0,SUB Rear Naked Choke,73.0,185.0,1.85,83.91
Waachiim Spiritwolf,,0.0,4.0,306.0,CNC,68.0,170.0,1.73,77.11
Daniel Spitz,Orthodox,0.3333333333333333,2.25,230.0,KO/TKO Punches,79.0,245.0,2.01,111.13
Serghei Spivac,Orthodox,1.75,1.9090909090909092,212.0,KO/TKO Punches,75.0,260.0,1.91,117.93
Daniel Spohn,Southpaw,1.0,2.0,245.0,SUB Arm Triangle,76.0,205.0,1.93,92.99
Pete Spratt,Orthodox,0.5,1.6666666666666667,135.0,SUB Rear Naked Choke,69.0,170.0,1.75,77.11
Austin Springer,Orthodox,1.0,2.0,234.0,SUB Rear Naked Choke,68.0,145.0,1.73,65.77
Georges St-Pierre,Orthodox,13.0,2.7857142857142856,253.0,U-DEC,71.0,185.0,1.8,83.91
Bobby Stack,Orthodox,1.5,2.4,202.0,U-DEC,69.0,155.0,1.75,70.31
Andreas Stahl,Orthodox,0.0,2.0,282.0,KO/TKO Punch,71.0,170.0,1.8,77.11
Ron Stallings,Southpaw,0.3333333333333333,2.25,241.0,S-DEC,74.0,170.0,1.88,77.11
Cody Stamann,Orthodox,1.1666666666666667,2.8461538461538463,279.0,U-DEC,66.0,145.0,1.68,65.77
Cristina Stanciu,Orthodox,0.0,2.0,228.0,KO/TKO Elbows,63.0,115.0,1.6,52.16
Brian Stann,Orthodox,1.8333333333333333,1.8235294117647058,212.0,KO/TKO Punch,73.0,205.0,1.85,92.99
Josh Stansbury,Orthodox,0.5,2.3333333333333335,227.0,KO/TKO Punches,74.0,205.0,1.88,92.99
Dion Staring,Orthodox,0.0,2.5,240.0,SUB Triangle Choke,73.0,235.0,1.85,106.59
Lucas Stark,,0.0,1.0,75.0,SUB Triangle Choke,,155.0,,70.31
Clifford Starks,Orthodox,0.5,2.0,165.0,KO/TKO Flying Knee,72.0,185.0,1.83,83.91
Kalib Starnes,Orthodox,0.6666666666666666,2.4,195.0,U-DEC,75.0,185.0,1.91,83.91
Laureano Staropoli,Orthodox,0.5,3.0,300.0,U-DEC,73.0,185.0,1.85,83.91
Damian Stasiak,Orthodox,0.5,2.6666666666666665,238.0,U-DEC,65.0,135.0,1.65,61.23
Adam Steele,,0.0,1.0,35.0,SUB Guillotine Choke,,170.0,,77.11
Dominique Steele,Orthodox,0.5,2.6666666666666665,211.0,U-DEC,70.0,170.0,1.78,77.11
Ricky Steele,Orthodox,,3.0,300.0,S-DEC,69.0,135.0,1.75,61.23
Eric Steenberg,,0.0,1.0,56.0,SUB Guillotine Choke,,155.0,,70.31
Steve Steinbeiss,Orthodox,0.0,2.3333333333333335,278.0,SUB Guillotine Choke,75.0,185.0,1.91,83.91
Ray Steinbeiss,Orthodox,0.0,1.0,89.0,SUB Guillotine Choke,71.0,170.0,1.8,77.11
Dmitri Stepanov,Orthodox,0.0,1.0,90.0,SUB Keylock,75.0,217.0,1.91,98.43
Jeremy Stephens,Orthodox,0.8333333333333334,2.606060606060606,235.0,U-DEC,69.0,145.0,1.75,65.77
Aljamain Sterling,Orthodox,,,,None,67.0,135.0,1.7,61.23
Marc Stevens,,0.0,2.0,237.0,SUB Kneebar,69.0,155.0,1.75,70.31
Joe Stevenson,Orthodox,1.0,2.0454545454545454,217.0,U-DEC,67.0,145.0,1.7,65.77
Maia Stevenson,Orthodox,0.0,1.0,230.0,SUB Rear Naked Choke,64.0,115.0,1.63,52.16
Luke Stewart,Orthodox,2.0,1.7777777777777777,180.0,KO/TKO Punches,71.0,170.0,1.8,77.11
Darren Stewart,Orthodox,0.7142857142857143,2.4166666666666665,266.0,U-DEC,72.0,205.0,1.83,92.99
Kyle Stewart,Orthodox,0.5,2.0,155.0,KO/TKO,72.0,170.0,1.83,77.11
Alex Stiebling,Southpaw,0.5,2.2222222222222223,205.0,U-DEC,74.0,205.0,1.88,92.99
Tyler Stinson,,0.5,2.3333333333333335,205.0,S-DEC,75.0,170.0,1.91,77.11
Dan Stittgen,Orthodox,0.0,2.0,276.0,S-DEC,73.0,170.0,1.85,77.11
Lazar Stojadinovic,Southpaw,0.0,2.0,95.0,KO/TKO Kick,67.0,145.0,1.7,65.77
Denis Stojnic,Orthodox,0.0,2.0,155.0,KO/TKO Punches,72.0,245.0,1.83,111.13
Julija Stoliarenko,,0.3333333333333333,2.25,232.0,KO/TKO Punches,67.0,135.0,1.7,61.23
Dustin Stoltzfus,Orthodox,0.6,2.125,214.0,SUB Rear Naked Choke,72.0,185.0,1.83,83.91
Niklas Stolze,Switch,0.0,2.0,153.0,KO/TKO Punch,72.0,170.0,1.83,77.11
Ken Stone,Southpaw,0.6666666666666666,1.4,169.0,KO/TKO Punch,68.0,135.0,1.73,61.23
Ryan Stonitsch,Southpaw,0.0,1.0,95.0,SUB Triangle Choke,69.0,170.0,1.75,77.11
George Stork,,0.0,3.0,300.0,U-DEC,70.0,185.0,1.78,83.91
Rick Story,Southpaw,1.7142857142857142,2.6842105263157894,243.0,U-DEC,69.0,170.0,1.75,77.11
Darko Stosic,Orthodox,0.3333333333333333,2.5,273.0,U-DEC,72.0,205.0,1.83,92.99
Greg Stott,Southpaw,0.0,1.0,17.0,KO/TKO Knee,67.0,220.0,1.7,99.79
Curtis Stout,Southpaw,0.0,1.75,188.0,KO/TKO Punches,73.0,185.0,1.85,83.91
Sam Stout,Orthodox,0.8181818181818182,2.55,250.0,U-DEC,69.0,155.0,1.75,70.31
Tim Stout,,0.0,1.0,189.0,KO/TKO,71.0,185.0,1.8,83.91
